time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2013-05-15T20:00:06.230Z,33.6583333,-118.3721667,1.083,4.08,mw,69,89,0.08487,0.22,ci,ci15343145,2016-03-16T17:25:04.041Z,"10km S of Rancho Palos Verdes, CA",earthquake,0.31,0.65,,4,reviewed,ci,ci
2013-05-05T12:58:21.780Z,30.301,-105.229,15,4,md,33,100,,,us,us2013pvc5,2014-11-07T01:50:44.825Z,"97km S of Sierra Blanca, Texas",earthquake,,,,,reviewed,unm,unm
2013-04-17T02:57:58.060Z,32.2405,-115.2698333,9.964,4.08,mw,23,224,0.1809,0.44,ci,ci11286130,2016-03-11T14:31:09.645Z,"10km W of Alberto Oviedo Mota, B.C., MX",earthquake,1.62,31.61,,4,reviewed,ci,ci
2013-04-16T10:16:53.000Z,35.681,-97.098,7,4.2,mwr,160,26.1,,,us,usb000g7we,2016-01-22T03:16:48.986Z,"8km ENE of Luther, Oklahoma",earthquake,,,,,reviewed,tul,us
2013-04-16T06:56:29.700Z,35.686,-97.089,6.2,4.4,mwr,108,26.7,,,us,usb000g7s8,2016-01-22T03:11:40.871Z,"12km ENE of Luther, Oklahoma",earthquake,,,,,reviewed,tul,us
2013-04-04T16:30:51.500Z,31.225,-115.913,5,4,ml,44,,,,us,usb000fzqs,2016-03-11T10:53:14.556Z,"44km NNE of Camalu, Mexico",earthquake,,,,,reviewed,ecx,ecx
2013-03-24T17:25:40.900Z,40.6138,-124.9688,14,4.3,Mw,,248.4,0.50305656,0.2,nc,nc71959700,2015-01-29T22:40:18.208Z,"59km W of Ferndale, California",earthquake,1.5,31.6,,5,reviewed,nc,nc
2013-03-14T09:09:23.300Z,38.8123,-122.7862,2.2,4.5,Mw,,21.6,0,0.07,nc,nc71954065,2016-03-11T12:37:01.583Z,"5km WSW of Cobb, California",earthquake,0.1,0.1,,7,reviewed,nc,nc
2013-03-11T16:56:06.060Z,33.5008333,-116.4581667,10.943,4.7,mh,110,16,,0.22,ci,ci15296281,2016-03-11T12:35:35.564Z,"21km ESE of Anza, CA",earthquake,0.14,0.32,,0,reviewed,ci,ci
2013-03-03T17:46:51.300Z,40.3123,-124.6685,14.4,4.2,Mw,,244.8,0.29644404,0.22,nc,nc71947725,2016-03-11T16:16:04.264Z,"45km SW of Ferndale, California",earthquake,0.5,0.4,,6,reviewed,nc,nc
2013-03-01T21:55:27.580Z,35.8298333,-116.7996667,7.674,4.14,mw,31,47,0.1462,0.15,ci,ci15292545,2016-03-11T07:13:34.720Z,"50km WSW of Shoshone, CA",earthquake,0.26,0.89,,6,reviewed,ci,ci
2013-02-28T15:29:25.970Z,38.0611667,-118.058,3.614,4.07,ml,9,256,0.2204,0.2,ci,ci11250138,2016-03-11T07:13:25.676Z,"71km SE of Hawthorne, NV",earthquake,1.45,31.61,0.14,192,reviewed,ci,ci
2013-02-28T15:29:25.890Z,38.024,-118.065,6.2,4.1,ml,137,29,,,us,usc000fecb,2015-01-31T02:36:40.508Z,"73km W of Tonopah, Nevada",earthquake,,,,,reviewed,ren,ren
2013-02-25T22:53:04.200Z,31.215,-115.917,5,4.2,mb,120,186.4,,,us,usc000fdd1,2016-03-12T01:48:07.082Z,"42km NNE of Camalu, Mexico",earthquake,,,,5,reviewed,ecx,us
2013-02-19T04:59:44.000Z,48.425,-83.298,8,4.1,mb,34,61.7,,,us,us2013lvad,2014-11-07T01:50:09.684Z,"37km NNE of Chapleau, Canada",earthquake,,,,1,reviewed,ott,us
2013-02-13T00:10:13.180Z,38.1361667,-118.0398333,-2.386,5.15,mw,8,264,0.2752,0.21,ci,ci11243586,2016-03-12T03:38:56.931Z,"67km SE of Hawthorne, NV",earthquake,3.65,4.9,,6,reviewed,ci,ci
2013-01-25T07:01:19.840Z,31.844,-94.3,5,4.1,mblg,172,68,,1.44,us,usc000ev85,2015-01-28T13:49:38.488Z,"11km SE of Timpson, Texas",earthquake,,,,,reviewed,us,us
2013-01-24T23:25:51.790Z,38.5413333,-119.6166667,-0.307,4,mh,7,248,0.7893,0.64,ci,ci15277281,2016-03-11T23:55:11.184Z,"36km SW of Smith Valley, NV",earthquake,7.78,14.9,,0,reviewed,ci,ci
2013-01-20T14:11:45.020Z,31.247,-119.379,10,4,md,46,209.3,,1.01,us,usp000jymb,2016-03-11T23:54:46.717Z,"off the west coast of Baja California",earthquake,,,,,reviewed,us,unm
2013-01-13T17:50:13.000Z,25.773,-110.126,10,5.4,mwc,268,123.9,,1.4,us,usp000jycm,2015-03-24T02:25:53.541Z,"Gulf of California",earthquake,,,,,reviewed,us,gcmt
2013-01-13T17:04:47.070Z,26.012,-110.303,10,4.4,mb,108,157.4,,1.48,us,usp000jych,2014-11-07T01:49:49.703Z,"Gulf of California",earthquake,,,,73,reviewed,us,us
2013-01-13T16:28:26.220Z,25.891,-110.103,10,5.7,mww,429,60.1,,1.03,us,usp000jyce,2015-03-24T02:00:56.709Z,"Gulf of California",earthquake,,,,,reviewed,us,us
2013-01-13T15:28:12.500Z,25.845,-110.552,16.4,4,md,8,141.9,,,us,usp000jyc8,2014-11-07T01:49:49.602Z,"Gulf of California",earthquake,,,,,reviewed,unm,unm
2012-12-28T12:05:19.380Z,27.868,-111.827,10,4.2,md,27,137.5,,1.42,us,usp000jxh3,2014-11-07T01:49:40.444Z,"Gulf of California",earthquake,,,,,reviewed,us,unm
2012-12-27T06:36:46.290Z,48.668,-123.241,57.4,4.1,mb,55,64.1,,,us,usp000jxfd,2015-01-28T06:08:57.342Z,"San Juan Islands region, Washington",earthquake,,,,1,reviewed,sea,us
2012-12-22T21:37:45.140Z,32.9966667,-116.2388333,7.065,4.02,ml,99,43,0.1863,0.17,ci,ci15267105,2016-03-12T05:28:39.825Z,"19km SSW of Ocotillo Wells, CA",earthquake,0.14,0.63,0.167,216,reviewed,ci,ci
2012-12-21T19:24:55.140Z,27.412,-111.6,15.8,4.5,mb,226,97.5,,1.46,us,usp000jx83,2015-03-24T01:36:39.123Z,"Gulf of California",earthquake,,9.3,,94,reviewed,us,us
2012-12-14T10:50:18.350Z,31.408,-119.436,10,4.3,mb,189,201.3,,1.31,us,usp000jwyc,2016-03-11T05:22:44.978Z,"off the west coast of Baja California",earthquake,,,,47,reviewed,us,us
2012-12-14T10:50:17.220Z,31.4956667,-119.5405,5.801,4.41,ml,8,321,1.703,0.19,ci,ci15263761,2016-03-11T07:08:46.609Z,"185km SW of San Clemente Is. (SE tip), CA",earthquake,1.73,31.61,0.194,17,reviewed,ci,ci
2012-12-14T10:36:01.590Z,31.095,-119.66,13,6.3,mww,760,20.9,,1.29,us,usp000jwyb,2016-03-11T22:01:09.435Z,"off the west coast of Baja California",earthquake,,,,,reviewed,us,us
2012-12-12T17:46:06.000Z,47.785,-70.049,5.3,4.4,mblg,95,40.5,,,us,usp000jww2,2015-03-24T02:02:43.732Z,"St. Lawrence Valley region, Quebec, Canada",earthquake,,,,,reviewed,ott,ott
2012-12-07T09:39:40.440Z,27.863,-112.066,10,4,mb,85,125.4,,1.19,us,usp000jwka,2014-11-07T01:49:33.765Z,"Baja California Sur, Mexico",earthquake,,,,13,reviewed,us,us
2012-11-27T07:55:56.000Z,48.815,-67.352,17,4.2,mblg,95,36.8,,,us,usp000jw4q,2015-03-24T02:23:42.722Z,"Gaspe Peninsula, Quebec, Canada",earthquake,,,,,reviewed,ott,ott
2012-11-26T21:14:04.800Z,26.34,-111.263,12.3,4,md,5,163,,,us,usp000jw3z,2014-11-07T01:49:26.675Z,"Baja California Sur, Mexico",earthquake,,,,,reviewed,unm,unm
2012-11-10T17:08:14.280Z,37.1386667,-83.0536667,17.03,4.2,mw,21,72,,0.16,se,se609737,2016-04-07T20:07:26.548Z,"17km SE of Hazard, Kentucky",earthquake,0.4,1.2,0.231,1,reviewed,se,se
2012-11-06T09:05:27.870Z,45.598,-74.609,18,4.2,mblg,91,89.7,,,us,usp000jv3h,2015-03-24T01:33:51.432Z,"Ontario-Quebec border region, Canada",earthquake,,,,,reviewed,ott,ott
2012-10-29T04:25:16.200Z,36.592,-121.199,8.07,4.02,mw,5,138,0.2632,0.64,ci,ci15237801,2016-03-11T07:04:21.916Z,"22km NNE of Soledad, CA",earthquake,3.64,31.61,,6,reviewed,ci,ci
2012-10-21T06:55:09.930Z,36.3241667,-120.8466667,15.426,5.3,mh,20,88,0.2588,0.55,ci,ci15233041,2016-03-11T23:47:03.715Z,"28km ENE of King City, CA",earthquake,1.35,4.86,,0,reviewed,ci,ci
2012-10-19T02:51:56.230Z,32.18,-115.2095,9.624,4.01,mw,12,200,0.2521,0.26,ci,ci15232441,2016-03-11T05:17:47.523Z,"6km SW of Alberto Oviedo Mota, B.C., MX",earthquake,1.22,31.61,,4,reviewed,ci,ci
2012-10-16T23:12:23.780Z,43.6,-70.65,3.6,4,mwr,221,48.2,,,us,usp000ju2e,2015-08-28T22:34:16.696Z,"Maine",earthquake,,,,,reviewed,wes,us
2012-10-13T20:41:27.000Z,25.162,-113.055,8.7,4.5,mb,225,130.3,,,us,usp000jty8,2014-11-07T01:49:05.083Z,"offshore Baja California Sur, Mexico",earthquake,,,,112,reviewed,unm,us
2012-10-11T15:13:17.300Z,24.799,-110.325,16.1,4.4,mb,282,138.3,,,us,usp000jtvf,2015-03-24T02:36:49.547Z,"Baja California Sur, Mexico",earthquake,,,,168,reviewed,unm,us
2012-10-10T04:19:28.420Z,45.697,-73.271,26.6,4.5,mblg,125,43.6,,,us,usp000jttb,2015-03-24T01:38:00.960Z,"southern Quebec, Canada",earthquake,,,,,reviewed,ott,ott
2012-10-08T06:26:23.020Z,25.127,-109.574,14,5.9,mww,520,35.8,,1.11,us,usp000jtqn,2015-06-30T16:59:04.003Z,"Gulf of California",earthquake,,,,,reviewed,us,us
2012-10-08T00:39:08.340Z,33.0123333,-116.3115,10.798,4.16,ml,96,26,0.1519,0.2,ci,ci15226257,2016-03-12T01:38:18.760Z,"22km SW of Ocotillo Wells, CA",earthquake,0.16,1.19,0.176,204,reviewed,ci,ci
2012-10-02T19:43:07.600Z,24.814,-110.323,10,4.2,mb,219,81.8,,,us,usp000jtec,2014-11-07T01:49:01.422Z,"Baja California Sur, Mexico",earthquake,,,,112,reviewed,unm,us
2012-10-02T13:14:19.410Z,24.607,-110.116,10,4,mb,120,63.2,,0.85,us,usp000jtdk,2014-11-07T01:49:00.829Z,"Baja California Sur, Mexico",earthquake,,,,45,reviewed,us,us
2012-10-02T08:28:14.960Z,32.8046667,-116.1438333,9.906,4.13,mw,88,29,0.1568,0.25,ci,ci15223417,2016-03-11T10:37:42.540Z,"16km WNW of Ocotillo, CA",earthquake,0.2,1.38,,6,reviewed,ci,ci
2012-10-02T00:18:36.000Z,24.82,-110.29,9,4,md,8,210.2,,,us,usp000jtcf,2014-11-07T01:49:00.319Z,"Baja California Sur, Mexico",earthquake,,,,,reviewed,unm,unm
2012-09-30T06:49:24.500Z,27.04,-111.38,15,4.2,mb,50,96.2,,,us,usp000jt9n,2015-03-24T01:33:02.890Z,"Gulf of California",earthquake,,,,72,reviewed,unm,us
2012-09-28T15:35:37.410Z,24.896,-110.026,10,4.2,mb,12,283.8,,1.34,us,usp000jt63,2014-11-07T01:48:56.237Z,"Baja California Sur, Mexico",earthquake,,,,5,reviewed,us,us
2012-09-28T15:24:51.000Z,24.84,-110.25,10,4.6,mb,166,106.8,,,us,usp000jt62,2015-03-24T01:32:57.672Z,"Baja California Sur, Mexico",earthquake,,,,86,reviewed,unm,us
2012-09-27T15:36:03.080Z,24.893,-110.521,16.1,4.2,mb,166,158.3,,,us,usp000jt3x,2014-11-07T01:48:55.704Z,"Baja California Sur, Mexico",earthquake,,,,87,reviewed,unm,us
2012-09-26T06:02:17.640Z,24.672,-110.098,10,4,mb,144,65,,1.24,us,usp000jszp,2014-11-07T01:48:55.154Z,"Baja California Sur, Mexico",earthquake,,,,77,reviewed,us,us
2012-09-26T01:21:13.590Z,24.652,-110.27,10,4.4,mb,148,72.9,,1.19,us,usp000jsz9,2015-03-24T01:32:49.676Z,"Baja California Sur, Mexico",earthquake,,,,123,reviewed,us,us
2012-09-26T00:59:46.930Z,24.638,-110.091,10,4,mb,85,67.9,,0.99,us,usp000jsz8,2014-11-07T01:48:55.054Z,"Baja California Sur, Mexico",earthquake,,,,37,reviewed,us,us
2012-09-26T00:17:54.060Z,24.627,-110.25,10,4.9,mb,294,70.7,,0.89,us,usp000jsz6,2015-03-24T02:20:57.144Z,"Baja California Sur, Mexico",earthquake,,,,173,reviewed,us,us
2012-09-25T23:45:24.940Z,24.666,-110.173,10,6.3,mww,659,25.7,,1,us,usp000jsz4,2015-06-30T16:59:03.999Z,"Baja California Sur, Mexico",earthquake,,,,,reviewed,us,us
2012-09-25T15:15:09.890Z,39.168,-123.165,11.5,4.5,mwr,136,124.9,,,us,usp000jsys,2015-01-28T07:57:38.061Z,"Northern California",earthquake,,,,,reviewed,nc,brk
2012-09-24T22:55:13.690Z,31.8735,-114.9953333,9.614,4.04,ml,10,143,0.6045,0.31,ci,ci15220393,2016-03-11T08:50:48.890Z,"36km S of Estacion Coahuila, B.C., MX",earthquake,0.99,31.61,0.225,116,reviewed,ci,ci
2012-09-14T18:19:50.260Z,40.437,-124.163,26.773,4,mh,4,225,0.3934,0.24,ci,ci15215633,2016-03-12T03:28:12.771Z,"8km SW of Rio Dell, CA",earthquake,99,31.61,,0,reviewed,ci,ci
2012-09-14T11:53:16.590Z,40.445,-124.168,22.45,4.4,mh,6,334,3.672,0.2,ci,ci15215489,2016-03-11T14:11:09.833Z,"8km SW of Rio Dell, CA",earthquake,99,31.61,,0,reviewed,ci,ci
2012-09-07T13:23:49.660Z,36.102,-119.9828333,7.9,4.1,mh,25,96,0.4258,0.38,ci,ci15212001,2016-03-11T17:57:02.353Z,"11km N of Kettleman City, CA",earthquake,0.74,31.61,,0,reviewed,ci,ci
2012-08-30T22:51:36.600Z,30.375,-114.114,10,4.1,md,36,184.9,,1.4,us,usp000jr69,2014-11-07T01:48:40.098Z,"Baja California, Mexico",earthquake,,,,,reviewed,us,unm
2012-08-29T20:31:00.350Z,33.906,-117.7876667,9.05,4.13,ml,126,25,,0.2,ci,ci15207433,2016-03-11T16:01:48.136Z,"3km NE of Yorba Linda, CA",earthquake,0.18,0.4,0.166,202,reviewed,ci,ci
2012-08-28T13:18:58.970Z,30.357,-113.997,10,4.5,mwr,121,146.2,,1.31,us,usp000jqzs,2014-11-07T01:48:39.048Z,"Gulf of California",earthquake,,,,,reviewed,us,us
2012-08-28T11:36:52.970Z,30.026,-114.213,10,4.2,md,25,204.9,,1.5,us,usp000jqzm,2014-11-07T01:48:39.031Z,"Baja California, Mexico",earthquake,,,,,reviewed,us,unm
2012-08-28T03:37:52.570Z,30.511,-114.021,10,4.2,mb,45,175.3,,1.22,us,usp000jqyx,2014-11-07T01:48:38.512Z,"Baja California, Mexico",earthquake,,,,11,reviewed,us,us
2012-08-28T02:38:39.960Z,30.419,-114.032,10,4.1,mb,15,180.5,,1.04,us,usp000jqys,2014-11-07T01:48:38.502Z,"Baja California, Mexico",earthquake,,,,3,reviewed,us,us
2012-08-28T02:01:19.870Z,33.0043333,-115.5688333,4.423,4.22,mw,47,67,0.026,0.16,ci,ci15204969,2016-03-12T03:26:17.358Z,"5km NW of Brawley, CA",earthquake,0.27,0.51,,6,reviewed,ci,ci
2012-08-28T01:08:15.470Z,30.377,-114.058,10,4,mb,87,183.4,,1.47,us,usp000jqyf,2015-03-24T01:32:21.994Z,"Baja California, Mexico",earthquake,,,,18,reviewed,us,us
2012-08-27T23:16:00.510Z,30.545,-113.909,10,5.2,mwr,355,99.9,,1.4,us,usp000jqya,2015-03-24T01:32:20.647Z,"Gulf of California",earthquake,,,,,reviewed,us,us
2012-08-27T08:09:44.270Z,30.439,-114.073,10,4.1,md,6,241.5,,0.71,us,usp000jqwp,2014-11-07T01:48:38.127Z,"Baja California, Mexico",earthquake,,,,,reviewed,us,unm
2012-08-27T05:23:20.340Z,30.551,-113.89,10,5.2,mb,428,80.8,,1.32,us,usp000jqw2,2015-03-24T01:32:19.353Z,"Gulf of California",earthquake,,,,226,reviewed,us,us
2012-08-27T04:41:37.000Z,33.0211667,-115.5195,4.17,4.9,mw,40,82,0.04196,0.21,ci,ci15202921,2016-03-12T03:25:51.512Z,"5km NNE of Brawley, CA",earthquake,0.42,0.64,,6,reviewed,ci,ci
2012-08-26T23:33:25.130Z,33.028,-115.5305,7.47,4.61,mw,62,82,0.04411,0.22,ci,ci15201537,2016-03-12T05:17:52.460Z,"6km N of Brawley, CA",earthquake,0.26,0.63,,6,reviewed,ci,ci
2012-08-26T22:58:41.860Z,32.9876667,-115.5885,4.8,4.31,mw,44,61,0.03503,0.17,ci,ci15201297,2016-03-11T21:51:29.998Z,"6km W of Brawley, CA",earthquake,0.29,0.62,,4,reviewed,ci,ci
2012-08-26T21:15:29.150Z,33.0373333,-115.5346667,4.713,4.25,ml,51,49,0.05223,0.16,ci,ci15200489,2016-03-11T01:32:50.547Z,"6km N of Brawley, CA",earthquake,0.31,0.59,0.134,198,reviewed,ci,ci
2012-08-26T20:57:58.220Z,33.0185,-115.5403333,8.283,5.44,mw,47,47,0.0329,0.16,ci,ci15200401,2016-03-11T03:21:21.682Z,"4km NNW of Brawley, CA",earthquake,0.3,0.66,,6,reviewed,ci,ci
2012-08-26T19:40:12.920Z,32.9866667,-115.5966667,9.783,4.33,mw,54,58,0.04186,0.14,ci,ci15199721,2016-03-11T06:57:58.372Z,"6km SSE of Westmorland, CA",earthquake,0.23,0.5,,6,reviewed,ci,ci
2012-08-26T19:33:01.090Z,33.0135,-115.5591667,4.387,4.89,mw,50,75,0.02933,0.17,ci,ci15199689,2016-03-11T05:12:05.482Z,"5km NW of Brawley, CA",earthquake,0.29,0.47,,6,reviewed,ci,ci
2012-08-26T19:31:23.040Z,33.0171667,-115.5536667,8.323,5.32,mw,56,73,0.03163,0.21,ci,ci15199681,2016-03-11T03:21:14.648Z,"5km NNW of Brawley, CA",earthquake,0.32,0.72,,6,reviewed,ci,ci
2012-08-26T19:20:04.810Z,33.0158333,-115.5363333,4.79,4.59,mw,23,87,0.03107,0.12,ci,ci15199593,2016-03-11T16:00:04.539Z,"4km N of Brawley, CA",earthquake,0.39,0.48,,6,reviewed,ci,ci
2012-08-25T17:14:14.140Z,30.733,-113.775,10,4.3,mb,196,140.6,,1.44,us,usp000jqqp,2014-11-07T01:48:37.176Z,"Gulf of California",earthquake,,,,56,reviewed,us,us
2012-08-25T13:16:08.700Z,30.69,-114.051,10,4,md,5,165.7,,,us,usp000jqqg,2014-11-07T01:48:37.063Z,"Baja California, Mexico",earthquake,,,,,reviewed,unm,unm
2012-08-25T12:26:58.880Z,30.419,-114.045,10,4.2,mb,46,106.2,,1.38,us,usp000jqqd,2014-11-07T01:48:37.047Z,"Baja California, Mexico",earthquake,,,,20,reviewed,us,us
2012-08-25T09:28:26.000Z,31.339,-114.306,5,4.2,md,11,126.2,,,us,usp000jqq8,2014-11-07T01:48:37.024Z,"Baja California-Sonora border region, Mexico",earthquake,,,,,reviewed,unm,unm
2012-08-08T16:33:22.050Z,33.9035,-117.7906667,10.23,4.45,ml,162,15,0.07478,0.22,ci,ci15189281,2016-03-11T19:54:06.281Z,"3km NE of Yorba Linda, CA",earthquake,0.13,0.48,0.171,206,reviewed,ci,ci
2012-08-08T06:23:34.160Z,33.9048333,-117.7916667,9.99,4.46,ml,163,16,0.07612,0.2,ci,ci15189073,2016-03-12T01:32:00.231Z,"3km NE of Yorba Linda, CA",earthquake,0.14,0.5,0.148,207,reviewed,ci,ci
2012-08-06T07:35:49.380Z,35.9755,-120.4825,14.531,4.45,mw,24,112,0.131,0.29,ci,ci15188353,2016-03-12T05:15:50.483Z,"10km NNW of Parkfield, CA",earthquake,0.9,31.61,,6,reviewed,ci,ci
2012-08-02T22:13:18.610Z,24.999,-109.391,10,4.8,mb,270,162.3,,1.29,us,usp000jpt4,2015-03-24T02:27:06.478Z,"Gulf of California",earthquake,,,,206,reviewed,us,us
2012-07-12T10:39:07.500Z,40.747,-123.679,30.4,4,mwr,177,57.7,,,us,usp000jnx9,2015-01-28T14:43:16.007Z,"Northern California",earthquake,,,,,reviewed,nc,brk
2012-07-11T02:58:16.730Z,25.051,-109.728,10,4.2,mb,28,126.3,,1.19,us,usp000jnv6,2014-11-07T01:48:18.299Z,"Gulf of California",earthquake,,,,25,reviewed,us,us
2012-07-08T12:05:48.500Z,39.48,-123.804,7.801,4.4,mh,0,,0.7476,,ci,ci11133554,2016-03-11T14:04:39.557Z,"4km N of Fort Bragg, CA",earthquake,,,,0,reviewed,ci,ci
2012-07-01T07:54:20.470Z,32.1863333,-115.267,9.641,4.08,mw,11,195,0.2347,0.2,ci,ci11129994,2016-03-11T03:16:37.542Z,"10km WSW of Alberto Oviedo Mota, B.C., MX",earthquake,0.95,31.61,,6,reviewed,ci,ci
2012-07-01T06:36:06.350Z,32.2131667,-115.2886667,9.641,4.65,mw,14,189,0.2062,0.22,ci,ci11129914,2016-03-12T03:21:30.599Z,"11km W of Alberto Oviedo Mota, B.C., MX",earthquake,1.24,31.61,,6,reviewed,ci,ci
2012-07-01T03:25:20.450Z,32.2071667,-115.3431667,2.821,4.64,mw,10,187,0.2142,0.24,ci,ci11129826,2016-03-11T03:16:32.214Z,"16km W of Alberto Oviedo Mota, B.C., MX",earthquake,1.26,8.28,,0,reviewed,ci,ci
2012-06-23T03:51:57.290Z,39.318,-119.99,6.065,4.2,mh,7,222,1.193,0.19,ci,ci11126058,2016-03-12T03:20:53.638Z,"8km N of Incline Village, NV",earthquake,99,31.61,,0,reviewed,ci,ci
2012-06-20T14:36:11.670Z,27.468,-111.594,10,4.1,md,7,182.5,,1.51,us,usp000jn0a,2014-11-07T01:48:07.334Z,"Gulf of California",earthquake,,,,,reviewed,us,unm
2012-06-15T14:12:18.900Z,27.963,-112.108,9.1,4.2,md,16,112.9,,,us,usp000jmt4,2014-11-07T01:48:05.694Z,"Baja California Sur, Mexico",earthquake,,,,,reviewed,unm,unm
2012-06-10T22:45:42.910Z,32.105,-115.735,10.606,4.02,ml,31,193,0.2066,0.26,ci,ci15162881,2016-03-11T23:34:55.836Z,"55km SSW of Progreso, B.C., MX",earthquake,0.59,1.79,0.192,186,reviewed,ci,ci
2012-05-29T00:27:20.100Z,24.765,-99.177,5,4.3,md,22,128.8,,,us,usp000jm2a,2014-11-07T01:47:54.505Z,"Tamaulipas, Mexico",earthquake,,,,,reviewed,unm,unm
2012-05-22T15:06:24.530Z,32.6768333,-115.7031667,8.833,4.03,mw,47,130,0.0337,0.22,ci,ci15153497,2016-03-11T14:01:34.846Z,"16km NW of Progreso, B.C., MX",earthquake,0.4,0.59,,0,reviewed,ci,ci
2012-05-17T08:12:00.990Z,31.926,-94.369,5,4.8,mwr,300,18.3,,1.24,us,usp000jkhb,2015-03-24T01:29:25.291Z,"eastern Texas",earthquake,,,,,reviewed,us,us
2012-05-13T21:09:21.380Z,25.313,-109.681,10,4,mb,15,142,,1.3,us,usp000jkd8,2014-11-07T01:47:47.342Z,"Gulf of California",earthquake,,,,11,reviewed,us,us
2012-05-05T09:23:23.060Z,38.796,-122.76,2.8,4.4,mwr,119,105.8,,,us,usp000jk1c,2015-01-28T13:18:59.593Z,"Northern California",earthquake,,,,,reviewed,nc,brk
2012-04-28T21:25:08.420Z,32.1745,-115.2803333,9.653,4.15,ml,15,247,0.4765,0.25,ci,ci15141665,2016-03-11T12:11:50.820Z,"12km WSW of Alberto Oviedo Mota, B.C., MX",earthquake,1.54,31.61,0.18,187,reviewed,ci,ci
2012-04-20T22:22:24.350Z,25.495,-109.906,10,4.3,md,22,116.6,,1.17,us,usp000jjaf,2014-11-07T01:47:35.097Z,"Gulf of California",earthquake,,,,,reviewed,us,unm
2012-04-18T10:03:06.290Z,26.882,-111.447,10,4.5,mb,26,142.4,,1.29,us,usp000jj66,2014-11-07T01:47:33.900Z,"Baja California Sur, Mexico",earthquake,,,,4,reviewed,us,us
2012-04-17T20:31:35.090Z,40.974,-124.422,19.8,4.1,mwr,122,161,,,us,usp000jj55,2015-01-28T14:35:24.233Z,"offshore Northern California",earthquake,,,,,reviewed,nc,brk
2012-04-16T10:23:24.550Z,28.946,-113.041,10,4.1,mb,60,166.9,,1.49,us,usp000jj2e,2014-11-07T01:47:32.765Z,"Baja California, Mexico",earthquake,,,,16,reviewed,us,us
2012-04-14T09:19:43.400Z,28.785,-113.169,5.8,4,md,5,191.4,,,us,usp000jhxy,2014-11-07T01:47:31.222Z,"Baja California, Mexico",earthquake,,,,,reviewed,unm,unm
2012-04-14T08:28:30.810Z,28.778,-113.105,10,4.1,mb,73,166.8,,1.37,us,usp000jhxv,2014-11-07T01:47:31.205Z,"Baja California, Mexico",earthquake,,,,26,reviewed,us,us
2012-04-13T16:21:07.900Z,28.472,-112.886,13.9,4,md,5,166.1,,,us,usp000jhvt,2014-11-07T01:47:30.922Z,"Gulf of California",earthquake,,,,,reviewed,unm,unm
2012-04-13T00:22:10.980Z,28.94,-112.78,10,4,md,6,149.2,,0.86,us,usp000jhtp,2014-11-07T01:47:30.513Z,"Gulf of California",earthquake,,,,,reviewed,us,unm
2012-04-12T22:40:11.050Z,28.586,-112.74,10,4.1,md,5,198.4,,1.36,us,usp000jhte,2014-11-07T01:47:30.495Z,"Gulf of California",earthquake,,,,,reviewed,us,unm
2012-04-12T17:58:59.210Z,28.696,-113.139,10,4,mb,62,171.5,,1.32,us,usp000jhsp,2014-11-07T01:47:30.392Z,"Baja California, Mexico",earthquake,,,,11,reviewed,us,us
2012-04-12T10:26:55.430Z,28.714,-113.07,10,4.9,mb,336,106,,1.12,us,usp000jhrq,2015-03-24T01:28:17.411Z,"Baja California, Mexico",earthquake,,,,169,reviewed,us,us
2012-04-12T08:54:42.400Z,28.777,-113.431,16.1,4.4,mb,266,113.4,,,us,usp000jhrf,2014-11-07T01:47:30.062Z,"Baja California, Mexico",earthquake,,,,118,reviewed,unm,us
2012-04-12T07:57:32.420Z,28.543,-113.04,10,4.3,mb,132,115.8,,1.39,us,usp000jhrc,2014-11-07T01:47:30.047Z,"Baja California, Mexico",earthquake,,,,33,reviewed,us,us
2012-04-12T07:49:21.850Z,27.876,-113.513,10,4.4,mb,52,125.2,,1.39,us,usp000jhrb,2014-11-07T01:47:30.042Z,"Baja California Sur, Mexico",earthquake,,,,19,reviewed,us,us
2012-04-12T07:49:01.760Z,28.871,-112.898,10,4.1,mb,60,120.6,,1.49,us,usp000jhra,2014-11-07T01:47:30.036Z,"Gulf of California",earthquake,,,,5,reviewed,us,us
2012-04-12T07:15:48.500Z,28.696,-113.104,13,7,mww,474,95.9,,1.18,us,usp000jhr6,2015-06-30T16:59:03.952Z,"Baja California, Mexico",earthquake,,,,,reviewed,us,us
2012-04-12T07:12:43.380Z,28.723,-113.146,10,4.9,mb,69,107.6,,1.45,us,usp000jhr4,2014-11-07T01:47:29.941Z,"Baja California, Mexico",earthquake,,,,52,reviewed,us,us
2012-04-12T07:06:00.570Z,28.837,-113.027,9,6,mwb,397,102.9,,1.15,us,usp000jhr3,2015-06-30T16:59:03.951Z,"Baja California, Mexico",earthquake,,,,,reviewed,us,us
2012-04-12T06:48:37.820Z,28.682,-113.084,10,4.7,mb,236,107,,1.27,us,usp000jhr1,2014-11-07T01:47:29.856Z,"Baja California, Mexico",earthquake,,,,123,reviewed,us,us
2012-04-12T04:56:16.500Z,28.903,-113.262,10,4,md,44,227.8,,,us,usp000jhqr,2014-11-07T01:47:29.830Z,"Baja California, Mexico",earthquake,,,,,reviewed,unm,unm
