time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1991-10-18T19:12:00.270Z,37.0633333,-116.0453333,0.01,4.5,mc,24,322,,0.19,ci,ci2032055,2016-04-02T08:49:26.081Z,"65km ENE of Beatty, NV",nuclear explosion,99,31.61,,87,reviewed,ci,ci
1991-10-12T14:39:32.100Z,33.89,-116.164,2.054,4.01,ml,0,99.3,,0.251,ci,ci751510,2016-02-05T01:05:29.800Z,"19km NNE of Indio, CA",earthquake,,0.41,,30,reviewed,ci,ci
1991-09-19T09:07:56.200Z,36.883,-121.663,1,4.5,ml,,,,,us,usp0004wt8,2014-11-07T00:49:15.911Z,"Central California",earthquake,,,,,reviewed,brk,brk
1991-09-19T09:06:18.500Z,36.9,-121.65,6,4.5,ml,,,,,us,usp0004wt7,2014-11-07T00:49:15.909Z,"Central California",earthquake,,,,,reviewed,brk,brk
1991-09-17T21:10:28.160Z,35.81,-121.452,5.361,5.01,ml,0,228,,0.256,ci,ci2029412,2016-02-05T01:04:51.110Z,"43km NW of Cambria, CA",earthquake,,,,42,reviewed,ci,ci
1991-09-14T19:00:00.690Z,37.2256667,-116.4281667,0.01,4.91,ml,118,237,,0.43,ci,ci2029111,2016-02-04T22:36:59.500Z,"46km NE of Beatty, NV",nuclear explosion,99,31.61,0.277,8,reviewed,ci,ci
1991-08-18T11:07:22.300Z,40.24,-124.348,11,4.3,mb,,,,,us,usp0004vj2,2014-11-07T00:49:06.641Z,"offshore Northern California",earthquake,,,,5,reviewed,brk,us
1991-08-18T00:03:22.800Z,40.243,-124.282,13,4,md,,,,,us,usp0004vhg,2014-11-07T00:49:06.570Z,"Northern California",earthquake,,,,,reviewed,brk,gm$
1991-08-17T20:55:56.500Z,40.232,-124.322,13,4,mb,,,,,us,usp0004vh3,2014-11-07T00:49:06.487Z,"offshore Northern California",earthquake,,,,1,reviewed,brk,us
1991-08-17T19:29:40.000Z,40.235,-124.348,12,6.3,mwb,,,,,us,usp0004vgu,2015-06-30T16:59:01.686Z,"offshore Northern California",earthquake,,,,,reviewed,brk,us
1991-08-14T06:38:34.210Z,29.45,-114.013,5,4.6,mb,,,,1.3,us,usp0004vb4,2014-11-07T00:49:05.082Z,"Baja California, Mexico",earthquake,,,,10,reviewed,us,us
1991-08-12T21:11:50.020Z,38.286,-118.746,3.599,4.49,ml,0,236.9,,0.223,ci,ci2026378,2016-02-04T23:21:49.720Z,"29km SSW of Hawthorne, NV",earthquake,,,,8,reviewed,ci,ci
1991-08-11T06:09:53.490Z,37.627,-118.841,4.269,4.02,ml,0,127.7,,0.196,ci,ci2026036,2016-02-04T22:36:29.800Z,"12km E of Mammoth Lakes, CA",earthquake,,,,14,reviewed,ci,ci
1991-08-08T18:31:50.230Z,37.539,-118.849,4.672,4.01,ml,0,117.7,,0.12,ci,ci2025538,2016-02-05T01:04:11.770Z,"16km SE of Mammoth Lakes, CA",earthquake,,,,6,reviewed,ci,ci
1991-08-02T16:58:24.870Z,26.73,-112.409,10,4,mb,,,,0.8,us,usp0004ux5,2014-11-07T00:49:02.164Z,"Baja California Sur, Mexico",earthquake,,,,1,reviewed,us,us
1991-07-19T02:41:36.810Z,33.212,-115.968,3.103,4.12,ml,0,27.1,,0.15,ci,ci697556,2016-02-05T00:18:19.440Z,"10km S of Salton City, CA",earthquake,,0.057,,27,reviewed,ci,ci
1991-07-17T05:12:48.360Z,27.808,-111.66,10,4.7,mb,,,,1.6,us,usp0004u8z,2014-11-07T00:48:55.494Z,"Gulf of California",earthquake,,,,6,reviewed,us,us
1991-07-05T17:41:57.120Z,34.497,-118.556,9.887,4.13,ml,0,15.4,,0.162,ci,ci2022113,2016-02-04T22:35:58.390Z,"5km NNE of Valencia, CA",earthquake,,0.041,,34,reviewed,ci,ci
1991-07-04T11:20:30.560Z,30.446,-113.857,10,4.5,mb,,,,1.7,us,usp0004tsd,2014-11-07T00:48:51.894Z,"Gulf of California",earthquake,,,,1,reviewed,us,us
1991-07-03T09:14:04.820Z,37.623,-118.917,4.672,4.08,ml,0,130.1,,0.282,ci,ci151540,2016-02-04T23:43:52.320Z,"6km ESE of Mammoth Lakes, CA",earthquake,,,,10,reviewed,ci,ci
1991-06-29T17:53:52.050Z,34.908,-116.579,5.006,4.09,ml,0,104.3,,0.317,ci,ci2021565,2016-02-05T00:29:37.980Z,"40km E of Barstow, CA",earthquake,,,,28,reviewed,ci,ci
1991-06-28T17:00:55.560Z,34.253,-117.992,8.282,4.3,ml,0,14.9,,0.105,ci,ci2021473,2016-02-04T22:13:01.950Z,"12km NNE of Sierra Madre, CA",earthquake,,0.015,,22,reviewed,ci,ci
1991-06-28T14:43:54.660Z,34.27,-117.993,8.049,5.8,mw,0,14.3,,0.264,ci,ci2021449,2016-02-18T22:40:02.625Z,"13km NNE of Sierra Madre, CA",earthquake,,0.304,,0,reviewed,ci,ci
1991-06-17T08:53:16.740Z,42.63,-74.678,5,4,mb,,,,0.6,us,usp0004t2k,2014-11-07T00:48:45.613Z,"New York",earthquake,,,,1,reviewed,us,us
1991-06-16T16:46:53.000Z,47,-76.7,18,4.5,mb,,,,,us,usp0004t1g,2014-11-07T00:48:45.458Z,"southern Quebec, Canada",earthquake,,,,2,reviewed,ott,us
1991-05-17T18:08:47.000Z,45.5,-74.4,18,4.4,mb,,,,,us,usp0004rs1,2014-11-07T00:48:35.717Z,"Ontario-Quebec border region, Canada",earthquake,,,,1,reviewed,ott,us
1991-05-04T01:18:54.600Z,36.575,-89.825,11.2,4.5,md,,,,,nm,nm603867,2016-04-14T19:00:34.101Z,"12km E of Malden, Missouri",earthquake,,,,,reviewed,nm,nm
1991-04-20T19:41:53.400Z,37.427,-121.7,5,4.1,mb,,,,,us,usp0004qk4,2014-11-07T00:48:25.025Z,"Northern California",earthquake,,,,4,reviewed,brk,us
1991-04-20T12:56:51.050Z,38.049,-112.728,2.8,4,mb,,,,,us,usp0004qjs,2014-11-07T00:48:24.778Z,"Utah",earthquake,,,,2,reviewed,slc,us
1991-04-16T15:30:00.690Z,37.2453333,-116.4416667,0.01,5.06,ml,122,237,,0.4,ci,ci2016705,2016-04-02T12:05:23.214Z,"46km NE of Beatty, NV",nuclear explosion,99,31.61,0.123,8,reviewed,ci,ci
1991-04-04T19:00:00.780Z,37.2961667,-116.3128333,0.01,5.13,ml,69,271,,0.24,ci,ci2015859,2016-04-01T23:08:58.232Z,"58km NE of Beatty, NV",nuclear explosion,99,31.61,0.089,6,reviewed,ci,ci
1991-03-26T09:15:59.180Z,37.636,-118.943,4.329,4.04,ml,0,132.6,,0.122,ci,ci2015281,2016-02-04T22:56:47.660Z,"3km E of Mammoth Lakes, CA",earthquake,,,,10,reviewed,ci,ci
1991-03-25T15:46:14.950Z,37.642,-118.942,4.463,4.12,ml,0,133.3,,0.063,ci,ci693186,2016-02-04T22:23:18.670Z,"3km E of Mammoth Lakes, CA",earthquake,,,,7,reviewed,ci,ci
1991-03-24T03:42:08.800Z,36.963,-121.738,13,4.3,mb,,,,,us,usp0004pet,2014-11-07T00:48:13.789Z,"Northern California",earthquake,,,,5,reviewed,brk,us
1991-03-21T04:10:59.390Z,49.698,-66.594,18,4,mb,,,,,us,usp0004pay,2014-11-07T00:48:13.311Z,"Gaspe Peninsula, Quebec, Canada",earthquake,,,,1,reviewed,ott,us
1991-03-10T17:46:01.100Z,37.723,-121.748,16,4,ml,,,,,us,usp0004nwq,2014-11-07T00:48:11.114Z,"San Francisco Bay area, California",earthquake,,,,,reviewed,brk,brk
1991-03-08T21:02:45.580Z,37.1043333,-116.074,0.01,4.22,ml,39,292,,0.24,ci,ci2014007,2016-04-02T18:22:55.568Z,"64km ENE of Beatty, NV",nuclear explosion,99,31.61,0.162,12,reviewed,ci,ci
1991-02-20T23:26:34.210Z,30.042,-113.613,10,4.4,mb,,,,1.4,us,usp0004n6v,2014-11-07T00:48:03.243Z,"Gulf of California",earthquake,,,,1,reviewed,us,us
1991-02-20T00:56:55.720Z,29.874,-113.592,10,4.6,mb,,,,1.2,us,usp0004n5d,2014-11-07T00:48:02.293Z,"Baja California, Mexico",earthquake,,,,5,reviewed,us,us
1991-02-19T23:04:56.700Z,49.696,-122.725,5.2,4.3,mb,,,,,us,usp0004n58,2014-11-07T00:48:02.279Z,"British Columbia, Canada",earthquake,,,,2,reviewed,pgc,us
1991-02-18T12:51:21.780Z,30.973,-113.258,10,4.2,mb,,,,1.2,us,usp0004n2z,2014-11-07T00:48:01.528Z,"Gulf of California",earthquake,,,,3,reviewed,us,us
1991-02-16T21:03:15.360Z,29.483,-114.059,10,4.8,mb,,,,1.2,us,usp0004n11,2014-11-07T00:48:01.032Z,"Baja California, Mexico",earthquake,,,,1,reviewed,us,us
1991-02-16T19:34:22.730Z,29.806,-113.781,10,4.6,mb,,,,1.4,us,usp0004n0y,2014-11-07T00:48:01.021Z,"Baja California, Mexico",earthquake,,,,4,reviewed,us,us
1991-02-16T13:29:34.150Z,29.565,-113.898,10,4.2,mb,,,,1.3,us,usp0004n0j,2014-11-07T00:48:00.967Z,"Baja California, Mexico",earthquake,,,,6,reviewed,us,us
1991-02-16T06:06:01.390Z,29.43,-114.005,10,4.6,mb,,,,1.1,us,usp0004n07,2014-11-07T00:48:00.877Z,"Baja California, Mexico",earthquake,,,,7,reviewed,us,us
1991-02-15T11:24:08.800Z,29.453,-113.644,10,4.8,mb,,,,1.4,us,usp0004myx,2014-11-07T00:48:00.171Z,"Baja California, Mexico",earthquake,,,,10,reviewed,us,us
1991-02-15T04:56:03.020Z,29.352,-113.402,10,4.4,mb,,,,1.1,us,usp0004myg,2014-11-07T00:48:00.104Z,"Isla Angel de la Guarda, Baja California, Mexico",earthquake,,,,3,reviewed,us,us
1991-02-14T16:37:22.260Z,29.681,-113.858,10,5.4,mw,,,,1.3,us,usp0004mxt,2015-02-11T17:15:56.000Z,"Baja California, Mexico",earthquake,,,,,reviewed,us,hrv
1991-02-14T09:58:14.060Z,29.681,-113.769,10,4.6,mb,,,,1.6,us,usp0004mxj,2014-11-07T00:47:59.933Z,"Baja California, Mexico",earthquake,,,,5,reviewed,us,us
1991-02-04T16:38:32.310Z,36.107,-121.874,5.498,4.26,ml,0,276.2,,0.56,ci,ci2011726,2016-02-04T23:53:29.550Z,"45km SSW of Carmel Valley Village, CA",earthquake,,,,9,reviewed,ci,ci
1991-01-03T02:08:51.920Z,39.222,-119.741,7.1,4,ml,,,,,us,usp0004k4r,2014-11-07T00:47:44.710Z,"Nevada",earthquake,,,,,reviewed,ren,brk
1991-01-02T23:16:35.550Z,39.212,-119.733,5.8,4.4,mb,,,,,us,usp0004k4a,2014-11-07T00:47:44.484Z,"Nevada",earthquake,,,,4,reviewed,ren,us
1990-12-31T03:53:58.390Z,47.579,-72.556,18,4.2,mb,,,,,us,usp0004k0h,2014-11-07T00:47:40.765Z,"southern Quebec, Canada",earthquake,,,,3,reviewed,ott,us
1990-12-18T16:56:43.090Z,35.374,-118.846,4.957,4.25,ml,0,50.7,,0.171,ci,ci688784,2016-02-04T22:44:45.140Z,"14km NNE of Lamont, CA",earthquake,,2.836,,9,reviewed,ci,ci
1990-11-25T07:44:18.500Z,40.283,-124.41,24,4.2,mb,,,,,us,usp0004hcf,2014-11-07T00:47:28.676Z,"offshore Northern California",earthquake,,,,8,reviewed,brk,us
1990-11-15T13:47:15.700Z,47.128,-76.219,18,4.1,mblg,,,,,us,usp0004gze,2014-11-07T00:47:26.975Z,"southern Quebec, Canada",earthquake,,,,,reviewed,ott,ott
1990-11-14T19:17:00.670Z,37.2273333,-116.3711667,0.01,5.02,ml,107,239,,0.39,ci,ci2007484,2016-04-01T23:15:52.136Z,"49km NE of Beatty, NV",nuclear explosion,99,31.61,0.223,14,reviewed,ci,ci
1990-11-08T10:46:53.770Z,34.449,-106.856,6.1,4.4,mb,,,,,us,usp0004gn9,2014-11-07T00:47:25.618Z,"New Mexico",earthquake,,,,2,reviewed,snm,us
1990-11-05T07:16:52.130Z,38.066,-119.174,4.109,4.11,ml,0,195.3,,0.151,ci,ci1062580,2016-02-05T01:00:18.580Z,"51km NE of Yosemite Valley, CA",earthquake,,,,4,reviewed,ci,ci
1990-10-25T21:11:39.210Z,38.05,-119.164,4.109,4.25,ml,0,193.1,,0.235,ci,ci2006954,2016-02-04T22:21:15.910Z,"49km NNW of Mammoth Lakes, CA",earthquake,,,,3,reviewed,ci,ci
1990-10-24T06:15:20.100Z,38.089,-119.159,4.109,5.62,ml,0,198.5,,0.126,ci,ci2006849,2016-02-05T00:14:42.510Z,"53km NNW of Mammoth Lakes, CA",earthquake,,,,28,reviewed,ci,ci
1990-10-19T07:01:57.400Z,46.47,-75.59,13,4.6,mb,,,,,us,usp0004fxg,2014-11-07T00:47:17.534Z,"southern Quebec, Canada",earthquake,,,,24,reviewed,ott,us
1990-10-13T03:56:17.900Z,31.718,-115.911,5.842,4.23,ml,0,265.4,,0.551,ci,ci2006233,2016-02-04T22:43:41.080Z,"62km E of Maneadero, B.C., MX",earthquake,,,,25,reviewed,ci,ci
1990-10-12T17:30:00.770Z,37.2478333,-116.4941667,0.01,4.97,ml,161,236,,0.5,ci,ci2006209,2016-04-02T02:30:31.214Z,"44km NNE of Beatty, NV",nuclear explosion,99,31.61,0.304,6,reviewed,ci,ci
1990-09-27T00:53:42.780Z,31.748,-115.826,5.925,4.14,ml,0,263.5,,0.479,ci,ci2005453,2016-02-04T22:09:09.930Z,"70km E of Maneadero, B.C., MX",earthquake,,,,28,reviewed,ci,ci
1990-09-26T13:18:51.710Z,37.152,-89.613,1,4.8,md,,,,,nm,nm603773,2016-04-14T18:51:11.334Z,"4km SE of Chaffee, Missouri",earthquake,,,,,reviewed,nm,nm
1990-09-08T12:48:22.300Z,36.665,-121.335,8,4,ml,,,,,us,usp0004ef2,2014-11-07T00:47:05.681Z,"Central California",earthquake,,,,,reviewed,brk,brk
1990-09-06T05:24:31.030Z,27.197,-110.56,10,4.1,mb,,,,0.9,us,usp0004ecc,2014-11-07T00:47:05.292Z,"Sonora, Mexico",earthquake,,,,2,reviewed,us,us
1990-08-31T03:38:00.010Z,33.247,-116.049,7.953,4.49,ml,0,22.6,,0.145,ci,ci2003785,2016-02-04T22:20:21.220Z,"10km WSW of Salton City, CA",earthquake,,0.194,,29,reviewed,ci,ci
1990-08-31T01:05:49.030Z,33.244,-116.045,8.623,4.08,ml,0,23,,0.137,ci,ci2003772,2016-02-04T23:51:06.200Z,"10km SW of Salton City, CA",earthquake,,0.17,,32,reviewed,ci,ci
1990-08-17T21:01:17.900Z,36.794,-83.34,10,4,mblg,,,,0.6,us,usp0004djc,2014-11-07T00:46:57.599Z,"eastern Kentucky",earthquake,,,,,reviewed,us,bla
1990-08-17T02:26:17.200Z,37.288,-121.697,5,4,ml,,,,,us,usp0004dh4,2014-11-07T00:46:57.164Z,"Northern California",earthquake,,,,,reviewed,brk,brk
1990-08-14T19:05:12.900Z,38.832,-122.793,3,4.5,mb,,,,,us,usp0004ddf,2014-11-07T00:46:56.608Z,"Northern California",earthquake,,,,5,reviewed,brk,us
1990-08-05T21:27:03.790Z,33.325,-116.414,4.516,4.11,ml,0,45.3,,0.071,ci,ci1061283,2016-02-05T00:58:54.730Z,"8km NNW of Borrego Springs, CA",earthquake,,0.03,,32,reviewed,ci,ci
1990-07-25T15:00:00.550Z,37.2068333,-116.2141667,0.01,4.31,ml,29,294,,0.29,ci,ci1060539,2016-04-01T23:16:48.228Z,"58km NE of Beatty, NV",nuclear explosion,99,31.61,0.219,7,reviewed,ci,ci
1990-07-01T00:36:41.600Z,37.423,-121.763,7,4.1,mb,,,,,us,usp0004b7a,2014-11-07T00:46:36.204Z,"San Francisco Bay area, California",earthquake,,,,1,reviewed,brk,us
1990-06-21T18:15:00.180Z,36.9928333,-116.0045,0.01,4.33,ml,23,286,,0.18,ci,ci2000650,2016-04-02T18:29:17.847Z,"67km E of Beatty, NV",nuclear explosion,99,31.61,0.111,8,reviewed,ci,ci
1990-06-13T16:00:00.700Z,37.2616667,-116.4201667,0.01,5.08,ml,160,237,,0.43,ci,ci2000285,2016-04-02T02:32:53.068Z,"49km NE of Beatty, NV",nuclear explosion,99,31.61,0.201,8,reviewed,ci,ci
1990-06-11T04:52:52.050Z,27.394,-111.26,10,4.8,mb,,,,1.3,us,usp0004ach,2014-11-07T00:46:30.889Z,"Gulf of California",earthquake,,,,19,reviewed,us,us
1990-06-09T00:04:18.000Z,38.822,-122.773,4,4.1,mb,,,,,us,usp0004a9s,2014-11-07T00:46:30.518Z,"Northern California",earthquake,,,,1,reviewed,brk,us
1990-05-01T08:41:02.480Z,32.1,-117.634,5.446,4.01,ml,0,191.8,,0.477,ci,ci1057974,2016-02-04T22:41:28.840Z,"62km WSW of Rosarito, B.C., MX",earthquake,,,,31,reviewed,ci,ci
1990-04-28T04:47:41.800Z,37.863,-122.003,5,4.2,mb,,,,,us,usp00048k1,2014-11-07T00:46:12.260Z,"San Francisco Bay area, California",earthquake,,,,5,reviewed,brk,us
1990-04-28T04:41:48.000Z,37.885,-121.983,6,4.3,mb,,,,,us,usp00048k0,2014-11-07T00:46:12.257Z,"San Francisco Bay area, California",earthquake,,,,5,reviewed,brk,us
1990-04-22T02:00:15.500Z,36.88,-121.647,5,4,ml,,,,,us,usp000489x,2014-11-07T00:46:11.230Z,"Central California",earthquake,,,,,reviewed,brk,brk
1990-04-18T16:19:13.200Z,36.92,-121.678,9,4.2,ml,,,,,us,usp000483s,2014-11-07T00:46:10.208Z,"Northern California",earthquake,,,,,reviewed,brk,brk
1990-04-18T15:46:03.700Z,36.932,-121.695,9,4.6,mb,,,,,us,usp000483n,2014-11-07T00:46:10.196Z,"Northern California",earthquake,,,,11,reviewed,brk,us
1990-04-18T15:36:51.500Z,36.932,-121.688,9,4.2,ml,,,,,us,usp000483m,2014-11-07T00:46:10.194Z,"Northern California",earthquake,,,,,reviewed,brk,brk
1990-04-18T15:28:16.500Z,36.928,-121.68,6,4.7,ml,,,,,us,usp000483k,2014-11-07T00:46:10.191Z,"Northern California",earthquake,,,,,reviewed,brk,brk
1990-04-18T14:52:23.800Z,36.912,-121.663,6,4.3,mb,,,,,us,usp000483c,2014-11-07T00:46:10.169Z,"Central California",earthquake,,,,1,reviewed,brk,us
1990-04-18T14:32:49.110Z,33.877,-116.165,4.286,4.04,ml,0,69.3,,0.097,ci,ci1057365,2016-02-05T00:45:46.020Z,"18km NNE of Indio, CA",earthquake,,0.014,,35,reviewed,ci,ci
1990-04-18T13:53:51.400Z,36.917,-121.675,5,5.4,mb,,,,,us,usp0004831,2014-11-07T00:46:10.131Z,"Northern California",earthquake,,,,11,reviewed,brk,us
1990-04-18T13:41:38.800Z,36.918,-121.67,6,4.2,mb,,,,,us,usp0004830,2014-11-07T00:46:10.128Z,"Northern California",earthquake,,,,2,reviewed,brk,us
1990-04-18T13:38:12.000Z,36.91,-121.652,8,4.1,mb,,,,,us,usp000482y,2014-11-07T00:46:10.087Z,"Central California",earthquake,,,,3,reviewed,brk,us
1990-04-18T13:37:57.200Z,36.91,-121.652,8,4.3,mb,,,,,us,usp000482x,2014-11-07T00:46:10.084Z,"Central California",earthquake,,,,1,reviewed,brk,us
1990-04-17T22:32:27.290Z,34.106,-117.722,2.903,4.5,ml,0,42.7,,0.164,ci,ci1057313,2016-02-05T00:45:45.000Z,"1km N of Claremont, CA",earthquake,,0.005,,22,reviewed,ci,ci
1990-04-14T05:40:07.260Z,48.822,-122.188,3.6,4.2,ml,,,,,us,usp00047wu,2014-11-07T00:46:09.482Z,"Washington",earthquake,,,,,reviewed,sea,sea
1990-04-14T05:33:26.600Z,48.845,-122.161,12.6,4.4,mb,,,,,us,usp00047ws,2014-11-07T00:46:09.467Z,"Washington",earthquake,,,,12,reviewed,sea,us
1990-04-07T20:08:59.500Z,36.887,-121.643,4,4.2,ml,,,,,us,usp00047na,2014-11-07T00:46:08.319Z,"Central California",earthquake,,,,,reviewed,brk,brk
1990-04-07T02:39:18.200Z,37.872,-121.985,1,4.5,mb,,,,,us,usp00047kt,2014-11-07T00:46:08.120Z,"San Francisco Bay area, California",earthquake,,,,9,reviewed,brk,us
1990-04-07T01:07:05.130Z,33.871,-116.156,4.286,4.14,ml,0,70.9,,0.093,ci,ci1056778,2016-02-04T22:51:53.270Z,"18km NNE of Indio, CA",earthquake,,0.012,,29,reviewed,ci,ci
1990-04-04T08:54:39.390Z,32.97,-117.814,5.74,4.52,ml,0,164.7,,0.467,ci,ci1056608,2016-02-04T22:06:36.710Z,"48km WSW of Carlsbad, CA",earthquake,,,,31,reviewed,ci,ci
1990-04-03T21:12:14.100Z,38.835,-122.793,2,4.1,ml,,,,,us,usp00047e2,2014-11-07T00:46:04.962Z,"Northern California",earthquake,,,,,reviewed,brk,brk
1990-04-03T02:18:20.810Z,48.836,-122.175,1.7,4.1,mb,,,,,us,usp00047db,2014-11-07T00:46:04.665Z,"Washington",earthquake,,,,1,reviewed,sea,us
1990-04-02T11:13:22.980Z,48.832,-122.188,0.8,4.2,mb,,,,,us,usp00047ce,2014-11-07T00:46:04.233Z,"Washington",earthquake,,,,8,reviewed,sea,us
1990-03-16T15:52:42.630Z,24.897,-109.035,10,6.1,mw,,,,1.3,us,usp00046pp,2015-05-13T18:53:28.000Z,"Gulf of California",earthquake,,,,,reviewed,us,hrv
1990-03-15T19:19:52.400Z,38.848,-122.795,4,4.1,ml,,,,,us,usp00046na,2014-11-07T00:45:57.014Z,"Northern California",earthquake,,,,,reviewed,brk,brk
1990-03-10T17:26:30.300Z,37.113,-116.055,0,4,mb,,,,,us,usp00046e3,2014-11-07T00:45:54.786Z,"Nevada",earthquake,,,,3,reviewed,spe,us
1990-03-10T16:00:00.550Z,37.1125,-116.0551667,0.01,4.75,ml,57,256,,0.27,ci,ci1054898,2016-04-02T05:46:02.295Z,"66km ENE of Beatty, NV",nuclear explosion,99,31.61,0.149,12,reviewed,ci,ci
1990-03-07T07:16:36.840Z,37.47,-118.613,3.919,4.12,ml,0,128.5,,0.012,ci,ci1054487,2016-02-05T00:11:06.380Z,"18km NW of West Bishop, CA",earthquake,,21.159,,10,reviewed,ci,ci
1990-03-02T17:26:25.480Z,34.145,-117.695,4.412,4.47,ml,0,31.1,,0.159,ci,ci1053953,2016-02-05T00:56:18.550Z,"6km NNE of Claremont, CA",earthquake,,0.047,,24,reviewed,ci,ci
1990-03-01T03:23:03.030Z,34.153,-117.72,10.256,4.72,ml,0,28.2,,0.129,ci,ci676027,2016-02-04T22:28:13.460Z,"6km N of Claremont, CA",earthquake,,0.023,,10,reviewed,ci,ci
1990-03-01T00:34:57.150Z,34.127,-117.701,3.172,4.03,ml,0,34.8,,0.132,ci,ci1053648,2016-02-05T00:10:45.030Z,"4km NNE of Claremont, CA",earthquake,,0.006,,11,reviewed,ci,ci
1990-02-28T23:43:36.750Z,34.144,-117.697,3.292,5.51,ml,0,30.9,,0.27,ci,ci1053635,2016-02-05T00:33:40.460Z,"6km NNE of Claremont, CA",earthquake,,0.155,,14,reviewed,ci,ci
1990-02-18T15:52:59.940Z,33.509,-116.452,7.945,4.29,ml,0,38.5,,0.128,ci,ci1052624,2016-02-04T23:13:04.930Z,"21km ESE of Anza, CA",earthquake,,0.013,,32,reviewed,ci,ci
1990-02-07T14:12:14.900Z,36.928,-121.702,8,4,ml,,,,,us,usp000455v,2014-11-07T00:45:40.692Z,"Northern California",earthquake,,,,,reviewed,brk,brk
1990-01-31T01:08:19.290Z,34.445,-106.86,10,4,mblg,,,,0.7,us,usp00044x0,2014-11-07T00:45:36.146Z,"New Mexico",earthquake,,,,,reviewed,us,tul
1990-01-29T13:16:10.680Z,34.463,-106.879,12,4.5,mb,,,,,us,usp00044ve,2014-11-07T00:45:35.983Z,"New Mexico",earthquake,,,,6,reviewed,snm,us
1990-01-28T04:59:59.190Z,43.313,-102.504,5,4,mblg,,,,0.9,us,usp00044tn,2014-11-07T00:45:35.861Z,"South Dakota",earthquake,,,,,reviewed,us,tul
1990-01-27T22:06:08.900Z,38.788,-122.742,7,4.4,ml,,,,,us,usp00044t8,2014-11-07T00:45:35.830Z,"Northern California",earthquake,,,,,reviewed,brk,brk
1990-01-27T06:28:52.070Z,30.121,-113.73,10,4.2,mb,,,,1.1,us,usp00044se,2014-11-07T00:45:35.744Z,"Gulf of California",earthquake,,,,1,reviewed,us,us
1990-01-26T02:20:17.440Z,26.083,-110.123,10,4.8,mb,,,,1.3,us,usp00044rd,2014-11-07T00:45:35.656Z,"Gulf of California",earthquake,,,,9,reviewed,us,us
1990-01-18T11:45:26.500Z,41.173,-123.777,33,4.9,mb,,,,,us,usp00044e7,2014-11-07T00:45:33.455Z,"Northern California",earthquake,,,,41,reviewed,brk,us
1990-01-16T20:08:22.000Z,40.232,-124.138,2,5.5,mw,,,,,us,usp00044ca,2015-02-11T17:15:48.000Z,"Northern California",earthquake,,,,,reviewed,brk,hrv
1990-01-15T05:29:02.990Z,38.048,-118.191,3.812,4.77,ml,0,245.6,,0.257,ci,ci1050068,2016-02-04T23:47:04.150Z,"65km SE of Hawthorne, NV",earthquake,,,,21,reviewed,ci,ci
1990-01-13T20:05:10.390Z,27.602,-115.091,10,5.1,mb,,,,1.2,us,usp000447h,2014-11-07T00:45:32.659Z,"offshore Baja California Sur, Mexico",earthquake,,,,28,reviewed,us,us
1990-01-13T05:47:33.520Z,30.222,-114.44,10,4.6,mb,,,,1.3,us,usp000446d,2014-11-07T00:45:32.495Z,"Baja California, Mexico",earthquake,,,,6,reviewed,us,us
1990-01-12T09:10:23.190Z,36.459,-120.749,5.291,4.14,ml,0,166.4,,0.245,ci,ci1049870,2016-02-04T23:24:16.020Z,"44km NE of King City, CA",earthquake,,,,9,reviewed,ci,ci
1990-01-11T01:22:10.300Z,35.225,-118.215,2.591,4.01,ml,0,28.6,,0.134,ci,ci1049754,2016-02-05T00:09:58.090Z,"20km N of Mojave, CA",earthquake,,0.011,,26,reviewed,ci,ci
1989-12-31T05:46:12.800Z,38.792,-118.792,10,4.2,ml,,,,0.9,us,usp00043sb,2014-11-07T00:45:24.831Z,"Nevada",earthquake,,,,,reviewed,us,brk
1989-12-28T09:41:08.200Z,34.192,-117.386,13.533,4.23,ml,0,21.6,,0.139,ci,ci140477,2016-02-03T19:54:54.170Z,"4km SSE of Devore, CA",earthquake,,0.019,,32,reviewed,ci,ci
1989-12-24T08:45:58.900Z,46.65,-122.116,18.5,4.3,mb,,,,,us,usp00043h1,2014-11-07T00:45:23.560Z,"Washington",earthquake,,,,8,reviewed,sea,us
1989-12-18T06:27:04.510Z,33.734,-116.024,9.496,4.14,ml,0,81.7,,0.123,ci,ci672565,2016-02-03T20:34:30.040Z,"15km NE of Thermal, CA",earthquake,,0.11,,8,reviewed,ci,ci
1989-12-10T04:20:40.290Z,35.636,-121.642,5.534,4.53,mh,0,327.8,,0.221,ci,ci1047822,2016-02-04T05:03:36.470Z,"51km W of Cambria, CA",earthquake,,,,2,reviewed,ci,ci
1989-12-08T15:00:00.720Z,37.2311667,-116.4093333,0.01,4.95,ml,136,237,,0.45,ci,ci1047687,2016-04-01T20:01:58.462Z,"47km NE of Beatty, NV",nuclear explosion,99,31.61,0.17,10,reviewed,ci,ci
1989-12-02T23:16:47.860Z,33.646,-116.742,13.197,4.42,ml,0,23.1,,0.115,ci,ci671917,2016-02-04T03:46:36.850Z,"11km SSW of Idyllwild, CA",earthquake,,0.03,,28,reviewed,ci,ci
1989-12-01T12:37:43.150Z,36.672,-121.449,4.813,4.07,ml,0,225.8,,0.743,ci,ci1047247,2016-02-04T00:28:25.980Z,"13km NNE of Chualar, CA",earthquake,,,,11,reviewed,ci,ci
